,name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size,fixed-ingredient-1,fixed-measurement-1,fixed-ingredient-2,fixed-measurement-2,fixed-ingredient-3,fixed-measurement-3,fixed-ingredient-4,fixed-measurement-4,fixed-ingredient-5,fixed-measurement-5,fixed-ingredient-6,fixed-measurement-6,fixed-instructions,blend,shake,stir-strain,build,no-measurement,total-liquid,alco-pop,beer,bitters,brandy,citrus juice,citrus spirit,cream spirit,dessert spirit,egg,flavoured water,floral spirit,fortified wine,fruit juice,fruit spirit,gin,herbal spirit,milk,rum,sauce,soda,sparkling wine,syrup,tea,tequila,water,vodka,whisky,wine,glass-total,total-alcohol,total-ingredients,alco-percent
646,Saint Lucy Bracer,Rum - Daiquiris,2 oz, Dark rum,1/2 oz, Butterscotch schnapps,1/2 oz, Sweet Vermouth,2 oz, Angostura Bitters,," Edible flower, such as nasturtium",,,Stir with ice and strain into chilled cocktail glass. Garnish with flower.,Cocktail Glass,6 or more ounces,dark rum,2 oz,butterscotch schnapps,1/2 oz,sweet vermouth,1/2 oz,angostura bitters,2 dash,"edible flower, such as nasturtium",,,,stir with ice and strain into chilled cocktail glass. garnish with flower.,False,False,True,False,,94.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,86.5,4,0.9202127659574468
647,Applecar,Cocktail Classics,1 oz, Applejack,1 oz, Triple Sec,1 oz, Lemon Juice,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,apple brandy,1 oz,orange liqueur,1 oz,lemon juice,1 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,30.0,3,0.3333333333333333
648,Apple Blow Fizz,Cocktail Classics,1 oz, Egg White,1/2 oz, Juice of a Lemon,1 oz, Powdered Sugar,2 oz, Apple Brandy,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water.,Highball Glass,7 to 10 ounces,egg white,1 oz,juice of a lemon,1/2 oz,powdered sugar,1 oz,apple brandy,2 oz,,,,,shake with ice and strain into highball glass with two ice cubes. fill with carbonated water.,False,True,False,False,,105.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,30.0,3,0.2857142857142857
649,Antoine Special,Cocktail Classics,1 1/2 oz, Dubonnet,1 1/2 oz, Dry Vermouth,,,,,,,,,Float vermouth on top of chilled Dubonnet in a wine glass.,Red-Wine Glass,12 to 24 ounces,herbal spirit,1 1/2 oz,dry vermouth,1 1/2 oz,,,,,,,,,float vermouth on top of chilled dubonnet in a wine glass.,False,False,False,True,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,67.5,2,0.75
650,Ante,Cocktail Classics,1 oz, Apple Brandy,1/2 oz, Triple Sec,1 oz, Dubonnet,,,,,,,Stir well with cracked ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,apple brandy,1 oz,orange liqueur,1/2 oz,herbal spirit,1 oz,,,,,,,stir well with cracked ice and strain into cocktail glass.,False,False,True,False,,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,37.5,3,0.5
651,S & V,Rum - Daiquiris,1 1/2 oz, Light Rum,1/2 oz, Creole Shrubb (rum-based orange liqueur),1/2 oz, Ruby port,1/2 oz, Fresh Lime Juice,, Lime wheel,,,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,6 or more ounces,light rum,1 1/2 oz,orange liqueur (rum-based orange liqueur),1/2 oz,ruby port,1/2 oz,fresh lime juice,1/2 oz,lime wheel,,,,shake with ice and strain into chilled cocktail glass. garnish with lime.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,67.5,4,0.75
652,Rum Toddy (Cold),Rum - Daiquiris,2 oz, Light or dark rum,1/2 oz, Water,1 oz, Simple Syrup,, Lemon twist,,,1/2 oz, Brandy,"Stir rum, water, and syrup in old-fashioned glass. Add large cube of ice. Add lemon twist.",Old-Fashioned Glass,6 to 8 ounces,light,2 oz,water,1/2 oz,simple syrup,1 oz,lemon twist,,,,brandy,1/2 oz,"stir rum, water, and syrup in old-fashioned glass. add large cube of ice. add lemon twist.",False,False,False,True,,60.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,210.0,15.0,3,0.25
653,Deauville Cocktail,Brandy,1/2 oz, Brandy,1/2 oz, Apple Brandy,1/2 oz, Triple Sec,1/2 oz, Fresh lemon juice,,,1 oz, Dry Vermouth,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,brandy,1/2 oz,apple brandy,1/2 oz,orange liqueur,1/2 oz,fresh lemon juice,1/2 oz,,,dry vermouth,1 oz,shake with ice and strain into chilled cocktail glass.,False,True,False,False,,90.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,60.0,5,0.6666666666666666
654,Allies Cocktail,Cocktail Classics,1 oz, Dry Vermouth,1 oz, Gin,1/2 oz, Kummel,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,dry vermouth,1 oz,gin,1 oz,herbal spirit,1/2 oz,,,,,,,stir with ice and strain into cocktail glass.,False,False,True,False,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,67.5,3,0.9
655,Rum Swizzle,Rum - Daiquiris,2 oz, Light or dark rum,1 oz, Fresh Lime Juice,1/2 oz, Simple Syrup,2 oz, Angostura Bitters,, Soda water,,,"Combine first four ingredients in ice-filled Collins glass. With bar spoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. Top with soda water. Serve with a swizzle stick.",Collins Glass,14 to 16 ounces,light,2 oz,fresh lime juice,1 oz,simple syrup,1/2 oz,angostura bitters,2 dash,soda water,,,,"combine first four ingredients in ice-filled collins glass. with bar spoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. top with soda water. serve with a swizzle stick.",False,False,False,True,soda,337.5,0.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,4.0,4,0.011851851851851851
656,A. J.,Cocktail Classics,1 1/2 oz, Applejack,1 oz, Grapefruit Juice,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,apple brandy,1 1/2 oz,grapefruit juice,1 oz,,,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,75.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,22.5,2,0.3
657,After Supper Cocktail,Cocktail Classics,1 oz, Apricot-Flavored Brandy,1 oz, Triple Sec,1/2 oz, Lemon Juice,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,apricot-flavored brandy,1 oz,orange liqueur,1 oz,lemon juice,1/2 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,75.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,30.0,3,0.4
658,Rum Sour,Rum - Daiquiris,2 oz, Light Rum,3/4 oz, Fresh lemon juice,3/4 oz, Simple Syrup,," Lemon half-wheel, maraschino cherry",,,,,Shake with ice and strain into chilled sour glass. Garnish with lemon and cherry.,Cordial or Pony Glass,2 to 3 ounces,light rum,2 oz,fresh lemon juice,3/4 oz,simple syrup,3/4 oz,"lemon half-wheel, maraschino cherry",,,,,,shake with ice and strain into chilled sour glass. garnish with lemon and cherry.,False,True,False,False,,75.0,0.0,0.0,0.0,0.0,16.071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,16.071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,75.0,42.857142857142854,3,0.5714285714285714
659,Acapulco,Cocktail Classics,1 1/2 oz, Light Rum,1 oz, Lime Juice,1 1/2 oz, Triple Sec,1 oz, Sugar,1, Egg White,,,Combine and shake all ingredients with ice and strain into old-fashioned glass over ice cubes. Add a sprig of mint.,Old-Fashioned Glass,6 to 8 ounces,light rum,1 1/2 oz,lime juice,1 oz,orange liqueur,1 1/2 oz,sugar,1 oz,egg white,1,,,combine and shake all ingredients with ice and strain into old-fashioned glass over ice cubes. add a sprig of mint.,False,True,False,False,,165.0,0.0,0.0,0.0,0.0,30.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,67.5,4,0.4090909090909091
660,Absinthe Drip Cocktail,Cocktail Classics,1 1/2 oz, Anis,1 oz, Sugar,,,,,,,,,"Pour Anis into special drip glass or old-fashioned cocktail glass. Place sugar cube over hole of drip spoon (or in silver tea strainer). Pack spoon or strainer with cracked ice, pour cold water to fill. When water has dripped through, drink is ready.",Old-Fashioned Glass,6 to 8 ounces,herbal spirit,1 1/2 oz,sugar,1 oz,,,,,,,,,"pour anis into special drip glass or old-fashioned cocktail glass. place sugar cube over hole of drip spoon (or in silver tea strainer). pack spoon or strainer with cracked ice, pour cold water to fill. when water has dripped through, drink is ready.",False,False,False,True,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,22.5,1,0.5
662,Rum Screwdriver,Rum - Daiquiris,1 1/2 oz, Light Rum,5 oz, Orange juice,,,,,,,,,Stir rum and orange juice in ice-filled highball glass.,Highball Glass,7 to 10 ounces,light rum,1 1/2 oz,orange juice,5 oz,,,,,,,,,stir rum and orange juice in ice-filled highball glass.,False,False,False,True,,195.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,45.0,2,0.23076923076923078
663,Rum Rickey,Rum - Daiquiris,1 1/2 oz, Light Rum,1/2 oz, Fresh Lime Juice,, Soda water,, Lime wedge,,,,,Pour rum and lime juice into ice-filled highball glass. Fill with soda water and stir. Add lime.,Highball Glass,7 to 10 ounces,light rum,1 1/2 oz,fresh lime juice,1/2 oz,soda water,,lime wedge,,,,,,pour rum and lime juice into ice-filled highball glass. fill with soda water and stir. add lime.,False,False,False,True,soda,191.25,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,131.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,45.0,3,0.23529411764705882
664,Scotch Cocktail,Cocktail Classics,1/2 oz, Old Mr. Boston Creme de Menthe (White),1 1/2 oz, Desmond & Duff Scotch Whisky,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston creme de menthe (white),1/2 oz,desmond & duff scotch whisky,1 1/2 oz,,,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,180.0,52.5,2,0.875
665,Rum Relaxer,Rum - Daiquiris,1 1/2 oz, Light Rum,1 oz, Pineapple Juice,1/2 oz, Grenadine,, Lemon-lime soda,," Orange wheel, maraschino cherry",,,Shake first three ingredients with ice and pour with ice into hurricane or parfait glass. Fill glass with lemon-lime soda. Garnish with orange and cherry.,Hurricane Glass,14 to 20 ounces,light rum,1 1/2 oz,pineapple juice,1 oz,grenadine,1/2 oz,lemon-lime soda,,"orange wheel, maraschino cherry",,,,shake first three ingredients with ice and pour with ice into hurricane or parfait glass. fill glass with lemon-lime soda. garnish with orange and cherry.,False,True,False,True,soda,382.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,45.0,0.0,292.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,45.0,4,0.11764705882352941
666,Rum Old-Fashioned,Rum - Daiquiris,1 1/2 oz, Light Rum,1 oz, 151-Proof Rum,1 oz, Simple Syrup,1 oz, Angostura Bitters,, Lemon twist,,,Stir in ice-filled old-fashioned glass. Add lemon twist.,Old-Fashioned Glass,6 to 8 ounces,light rum,1 1/2 oz,151-proof rum,1 oz,simple syrup,1 oz,angostura bitters,1 dash,lemon twist,,,,stir in ice-filled old-fashioned glass. add lemon twist.,False,False,False,True,,107.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,77.0,3,0.719626168224299
667,Rum Martini,Rum - Daiquiris,2 oz, Light Rum,1 oz, Dry Vermouth,, Lemon twist,,,,,,,Stir rum and vermouth with ice in mixing glass. Strain into ice-filled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,light rum,2 oz,dry vermouth,1 oz,lemon twist,,,,,,,,stir rum and vermouth with ice in mixing glass. strain into ice-filled cocktail glass. add lemon twist.,False,False,True,False,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,90.0,2,1.0
668,Rum Highball,Rum - Daiquiris,2 oz, Light or dark rum,, Ginger ale or soda water,, Lemon twist,,,,,,,Pour rum into highball glass over ice cubes. Fill with ginger ale or soda water and stir. Add lemon twist.,Highball Glass,7 to 10 ounces,light,2 oz,soda,,lemon twist,,,,,,,,pour rum into highball glass over ice cubes. fill with ginger ale or soda water and stir. add lemon twist.,False,False,False,True,soda,191.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1,0.0
669,Rum Fix,Rum - Daiquiris,2 1/2 oz, Light Rum,1 oz, Fresh lemon or lime juice,1/2 oz, Simple Syrup,, Lemon wheel,,,,,Pour ingredients into ice-filled highball glass and stir. Add lemon. Serve with a straw.,Highball Glass,7 to 10 ounces,light rum,2 1/2 oz,fresh lemon,1 oz,simple syrup,1/2 oz,lemon wheel,,,,,,pour ingredients into ice-filled highball glass and stir. add lemon. serve with a straw.,False,False,False,True,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,75.0,2,0.8333333333333334
670,Rum Daisy,Rum - Daiquiris,2 oz, Light Rum,1/2 oz, Fresh lemon juice,1 oz, Simple Syrup,1 oz, Grenadine,, Fresh seasonal fruit,,,Shake with ice and strain into chilled beer mug or metal cup. Add 1 large ice cube. Garnish with fruit.,Beer Mug,10 to 12 ounces,light rum,2 oz,fresh lemon juice,1/2 oz,simple syrup,1 oz,grenadine,1 oz,fresh seasonal fruit,,,,shake with ice and strain into chilled beer mug or metal cup. add 1 large ice cube. garnish with fruit.,False,True,False,False,,135.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,60.0,3,0.4444444444444444
671,D'artagnan,Brandy,1 oz, Armagnac,1 oz, Grand Marnier,1 oz, Simple Syrup,1/2 oz, Orange juice,3 oz, Chilled Champagne,, orange zest ,Shake first four ingredients with ice and strain into champagne flute. Top with Champagne and insert orange zest strips to extend the length of the glass.,Champagne Flute,6 to 8 ounces,armagnac,1 oz,orange brandy,1 oz,simple syrup,1 oz,orange juice,1/2 oz,chilled champagne,3 oz,orange zest,,shake first four ingredients with ice and strain into champagne flute. top with champagne and insert orange zest strips to extend the length of the glass.,False,True,False,False,,195.0,0.0,0.0,0.0,30.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,67.5,5,0.34615384615384615
672,Rum Cooler,Rum - Daiquiris,2 oz, Light Rum,1/2 oz, Simple Syrup,2 oz, Soda water,, Soda water or ginger ale,, Orange and/or lemon zest,,,"Stir rum and syrup in Collins glass. Fill with ice, add soda water or ginger ale, and stir again. Insert citrus spiral(s) and dangle end(s) over glass rim.",Collins Glass,14 to 16 ounces,light rum,2 oz,simple syrup,1/2 oz,soda water,2 oz,soda water,,orange and/or lemon zest,,,,"stir rum and syrup in collins glass. fill with ice, add soda water or ginger ale, and stir again. insert citrus spiral(s) and dangle end(s) over glass rim.",False,False,False,True,,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,60.0,3,0.4444444444444444
673,Rum Collins,Rum - Daiquiris,2 oz, Light Rum,1 oz, Fresh Lime Juice,1/2 oz, Simple Syrup,, Soda water,," Lemon wheel, maraschino cherry",,,"Shake rum, lime juice, and syrup with ice and strain into chilled Collins glass. Add several ice cubes, fill with soda water, and stir. Add lemon and cherry. Serve with a straw.",Collins Glass,14 to 16 ounces,light rum,2 oz,fresh lime juice,1 oz,simple syrup,1/2 oz,soda water,,"lemon wheel, maraschino cherry",,,,"shake rum, lime juice, and syrup with ice and strain into chilled collins glass. add several ice cubes, fill with soda water, and stir. add lemon and cherry. serve with a straw.",False,True,False,True,soda,337.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,232.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,60.0,4,0.17777777777777778
674,Seaboabd,Cocktail Classics,1 oz, Old Mr. Boston Blended Whiskey,1 oz, Old Mr. Boston Dry Gin,1 oz, Lemon Juice,1 oz, Powdered Sugar,,,,,Shake with ice and strain into old-fashioned glass over ice cubes. Decorate with mint leaves.,Old-Fashioned Glass,6 to 8 ounces,old mr. boston blended whiskey,1 oz,old mr. boston dry gin,1 oz,lemon juice,1 oz,powdered sugar,1 oz,,,,,shake with ice and strain into old-fashioned glass over ice cubes. decorate with mint leaves.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,210.0,60.0,3,0.6666666666666666
675,Rum Cobbler,Rum - Daiquiris,2 oz, Light Rum,1/4 oz, Simple Syrup,, Soda water,, Generous amount of fresh seasonal fruit,,,,,"In red-wine glass, stir rum and syrup. Top with soda water. Garnish with fruit and serve with a straw.",Red-Wine Glass,12 to 24 ounces,light rum,2 oz,simple syrup,1/4 oz,soda water,,generous amount of fresh seasonal fruit,,,,,,"in red-wine glass, stir rum and syrup. top with soda water. garnish with fruit and serve with a straw.",False,False,False,True,soda,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,337.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,60.0,3,0.14814814814814814
676,Robson Cocktail,Rum - Daiquiris,1 1/2 oz, Jamaica Rum,1/2 oz, Fresh lemon juice,1/2 oz, Fresh orange juice,1/4 oz, Grenadine,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,jamaica rum,1 1/2 oz,fresh lemon juice,1/2 oz,fresh orange juice,1/2 oz,grenadine,1/4 oz,,,,,shake with ice and strain into chilled cocktail glass.,False,True,False,False,,82.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,3,0.5454545454545454
677,Rio Fix,Rum - Daiquiris,2 oz, Absinthe or pastis,1 1/2 oz, Cachaca,1/2 oz, Maraschino liqueur,3/4 oz, Fresh Lime Juice,1/2 oz, Pineapple Juice,,,Pour pastis into chilled champagne flute and swirl to coat inside. Shake remaining ingredients with ice and strain into glass.,Champagne Flute,6 to 8 ounces,herbal spirit,2 oz,cachaca,1 1/2 oz,maraschino liqueur,1/2 oz,fresh lime juice,3/4 oz,pineapple juice,1/2 oz,,,pour pastis into chilled champagne flute and swirl to coat inside. shake remaining ingredients with ice and strain into glass.,False,True,False,False,,157.5,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,60.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,82.5,5,0.5238095238095238
678,Ringo Starr,Rum - Daiquiris,3 oz, Red grapes,1/2 oz, Lemon,6,Fresh mint leaves,1 oz, Sugar cube,2 oz, African rum,,,"Muddle grapes, lemon, mint, and sugar in shaker. Add rum and ice and shake briefly. Strain into chilled old-fashioned glass.",Old-Fashioned Glass,6 to 8 ounces,red grapes,3 oz,lemon,1/2 oz,fresh mint leaves,6,sugar cube,1 oz,african rum,2 oz,,,"muddle grapes, lemon, mint, and sugar in shaker. add rum and ice and shake briefly. strain into chilled old-fashioned glass.",False,True,False,False,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,60.0,1,1.0
679,Restless Native,Rum - Daiquiris,2 oz, Coconut rum,3/4 oz, White creme de cacao,1 1/2 oz, Fresh Lime Juice,, Lime zest spiral,,,1 1/2 oz, Light Rum,Shake with ice and strain into chilled cocktail glass. Garnish with lime spiral.,Cocktail Glass,6 or more ounces,coconut rum,2 oz,white dessert liqueur,3/4 oz,fresh lime juice,1 1/2 oz,lime zest spiral,,,,light rum,1 1/2 oz,shake with ice and strain into chilled cocktail glass. garnish with lime spiral.,False,True,False,False,,172.5,0.0,0.0,0.0,0.0,45.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,86.25,4,0.5
680,Quarter Deck Cocktail,Rum - Daiquiris,1 1/2 oz, Light Rum,1/2 oz, Cream sherry,1/2 oz, Fresh Lime Juice,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,light rum,1 1/2 oz,cream sherry,1/2 oz,fresh lime juice,1/2 oz,,,,,,,stir with ice and strain into chilled cocktail glass.,False,False,True,False,,75.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,60.0,3,0.8
681,Quaker's Cocktail,Rum - Daiquiris,3/4 oz, Light Rum,3/4 oz, Brandy,1/2 oz, Fresh lemon juice,1/4 oz, Raspberry Syrup,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,light rum,3/4 oz,brandy,3/4 oz,fresh lemon juice,1/2 oz,raspberry syrup,1/4 oz,,,,,shake with ice and strain into chilled cocktail glass.,False,True,False,False,,67.5,0.0,0.0,0.0,22.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,4,0.6666666666666666
682,Puerto Rican Rum Daisy,Rum - Daiquiris,1 1/2 oz, Dark rum,1/4 oz, Orange curacao,3/4 oz, Fresh lemon juice,1/2 oz, each Orange juice and simple syrup,1 oz, Angostura Bitters,," Freshly grated nutmeg, orange wheel",Shake with ice and strain into chilled cocktail glass. Top with nutmeg and garnish with orange.,Cocktail Glass,6 or more ounces,dark rum,1 1/2 oz,orange orange liqueur,1/4 oz,fresh lemon juice,3/4 oz,"each orange juice,simple syrup",1/2 oz,angostura bitters,1 dash,"freshly grated nutmeg, orange wheel",,shake with ice and strain into chilled cocktail glass. top with nutmeg and garnish with orange.,False,True,False,False,,107.0,0.0,0.0,2.0,0.0,37.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,50.75,5,0.4742990654205608
